Date;Price;Open;High;Low;Vol.;Change %
12/06/2022;12.500;13.300;13.350;12.500;22.94M;-6,72%
12/05/2022;13.400;13.300;13.400;12.800;13.86M;6,77%
12/02/2022;12.550;11.700;12.550;11.650;12.68M;6,81%
12/01/2022;11.750;11.300;11.750;11.200;27.61M;6,82%
11/30/2022;11.000;10.900;11.250;10.550;10.02M;1,38%
11/29/2022;10.850;10.700;11.200;10.150;12.84M;2,84%
11/28/2022;10.550;10.300;10.550;10.100;12.16M;6,57%
11/25/2022;9.900;9.490;9.900;9.350;6.66M;6,57%
11/24/2022;9.290;8.500;9.290;8.420;6.61M;6,78%
11/23/2022;8.700;9.100;9.400;8.700;6.96M;-5,43%
11/22/2022;9.200;9.650;10.150;9.100;12.63M;-4,76%
11/21/2022;9.660;9.130;9.660;9.100;7.18M;6,74%
11/18/2022;9.050;8.790;9.050;8.400;17.25M;6,97%
11/17/2022;8.460;8.440;8.460;8.200;3.72M;6,95%
11/16/2022;7.910;6.980;7.910;6.890;8.09M;6,89%
11/15/2022;7.400;7.720;8.180;7.400;7.99M;-6,92%
11/14/2022;7.950;7.870;8.160;7.830;9.05M;-5,47%
11/11/2022;8.410;8.510;9.050;8.410;10.95M;-6,97%
11/10/2022;9.040;9.200;9.500;9.040;4.19M;-7,00%
11/09/2022;9.720;10.450;10.700;9.720;8.39M;-6,99%
11/08/2022;10.450;10.450;10.800;10.450;7.01M;-6,70%
11/07/2022;11.200;11.600;12.000;11.200;7.31M;-6,67%
11/04/2022;12.000;12.800;12.900;12.000;8.16M;-6,98%
11/03/2022;12.900;13.250;13.400;12.800;4.04M;-4,09%
11/02/2022;13.450;12.900;13.450;12.900;6.24M;4,26%
11/01/2022;12.900;13.850;14.100;12.800;11.65M;-4,80%
10/31/2022;13.550;13.550;13.950;13.550;10.70M;-6,87%
10/28/2022;14.550;15.900;15.900;14.550;11.81M;-6,73%
10/27/2022;15.600;14.750;15.700;14.550;8.06M;5,76%
10/26/2022;14.750;15.500;15.500;14.550;3.00M;-2,96%
10/25/2022;15.200;14.500;15.750;14.000;8.40M;3,05%
10/24/2022;14.750;15.650;15.850;14.750;6.96M;-6,94%
10/21/2022;15.850;17.100;17.100;15.850;9.34M;-6,76%
10/20/2022;17.000;17.000;17.350;16.800;4.86M;0,00%
10/19/2022;17.000;17.450;17.500;17.000;3.94M;-3,13%
10/18/2022;17.550;17.800;17.900;17.300;5.89M;0,29%
10/17/2022;17.500;17.000;17.500;16.750;5.47M;0,86%
10/14/2022;17.350;17.600;17.700;17.200;6.16M;0,29%
10/13/2022;17.300;17.000;17.450;16.900;5.17M;0,58%
10/12/2022;17.200;16.350;17.250;16.350;7.16M;6,50%
10/11/2022;16.150;16.200;16.750;15.700;8.44M;0,00%
